filename,text,position,color,font,size,length,fileLength
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,10.0 of hoger,20559,,Calibri,19,13,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– de software moet van Windows naar Linux kunnen overgezet worden zonder dat,20560,,Arial,19,76,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,meer dan 15% van code aangepaste hoeft te worden,20561,,Calibri,19,48,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Installeerbaarheid,20562,#006fc0,Arial,27,20,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20563,,Arial,23,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Het voorraad- en bestelsysteem moet door de winkelier zelf kunnen geïnstalleerd,20564,,Arial,19,81,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,worden binnen een halfuur,20565,,Calibri,19,25,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– De klant moet de software (gedownload via internet) in 3 klikken kunnen installeren,20566,,Arial,19,85,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Soorten niet-functionele requirements (ISO 25010),20570,,Calibri,37,49,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Overdraagbaarheid (2/2),20571,,Arial,37,25,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Herbruikbaarheid,20572,#006fc0,Arial,31,18,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,• Voorbeeld,20573,,Arial,26,11,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,– Het nieuwe agendaprogramma moet zonder problemen MS Outlook,20574,,Arial,24,61,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,kunnen vervangen en de gegevens vanuit outlook kunnen importeren,20575,,Calibri,24,64,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Sjabloon niet-functionele requirements,20579,,Calibri,42,38,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,NFR Categorie NFR Indicator De naam van de NFR. Meetvoorschrift De wijze waarop de NFR gemeten kan worden. Norm De norm waaraan de NFR moet voldoen (= wat je verwacht als resultaat van de meting).,20580,,Arial,19,188,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Niet-functionele requirements - SMART,25587,,Calibri,42,37,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Bronnen van figuren: http://go4itnow.nl/behaal-jij-het-felbegeerde-erepodium-als-ondernemer/ https://strategischlui.nl/prisma-doelen-slimmer-dan-smart/,26882,,Arial,16,149,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Niet-functionele requirement - Voorbeeld,26887,,Calibri,42,40,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"NFR Usability Indicator Bedienbaarheid Meetvoorschrift Vijf klanten zoeken een van tevoren opgegeven boek, plaatsen die in hun winkelmandje en vervolledigen de bestelling door opgave van verzendadres en betaalmiddel. Norm De tijd dat nodig is om een boek te zoeken en de bestelling hiervan af te ronden, bedraagt hoogstens 3 minuten.",26888,,Arial,19,323,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,35 Situering: Webwinkel van boeken en CD’s.,26899,,Arial,18,42,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Oefening 1,26903,,Calibri,42,10,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"De apotheker wenst op een intuïtieve en snelle manier patiëntendossiers op te zoeken op naam of op adres en wil het dossier (naam, adres, huisarts, historiek) snel op het scherm kunnen zien. Stel NFRs volgens het SMART principe op, via de norm ISO 25010, voor prestatie-efficiëntie en voor betrouwbaarheid",26904,,Calibri,29,301,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Oefening 2,26912,,Calibri,42,10,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Een warenhuis biedt zijn klanten de mogelijkheid om via een zelfscanningssysteem aankopen zelf te registreren zodat de lange files aan de kassa’s vermeden worden. Het warenhuis draagt klantvriendelijkheid hoog in het vaandel en stelt dat alle klanten dit systeem moeten kunnen gebruiken. Stel NFRs volgens het SMART principe op, via de norm ISO 25010, voor drie verschillende categoriën",26913,,Calibri,25,381,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Oefening 3,26922,,Calibri,42,10,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Er wordt een app ontwikkeld voor kinderen zodat zij foto’s kunnen bekijken van zomerkampen Stel NFRs volgens het SMART principe op, via de norm ISO 25010, voor de twee categorieën die jij het belangrijkste acht",26923,,Calibri,23,207,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,Oefening 4,26930,,Calibri,42,10,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H03-NFR.pdf,"Een bank ontwikkelt extra module Internetbankieren voor senioren (60+) Stel NFRs volgens het SMART principe op, via de norm ISO 25010, voor de twee categorieën die jij het belangrijkste acht",26931,,Calibri,25,188,12512
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Analysis,1,,Montserrat,79,8,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Software - Functional - Business,2,,Montserrat,40,32,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,"Onward to high-quality, successful ICT projects",3,,Calibri,30,47,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Testen,6,,Arial,10,6,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Kwaliteitsvolle ICT projecten succesvol opleveren,7,,Calibri,25,49,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Contract IT Business HW SW FR NFR Use Cases,8,,Arial,10,36,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,H04 : Usability testing,9396,#ffffff,Montserrat,42,23,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Usability testing,9399,,Calibri,53,17,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,- Waarom - ISO normen - Usability Testing vs. User Experience - Hoe meten? - Test voorbereiden - Test uitvoeren,9400,,Calibri,35,106,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,10 meest gezochte vaardigheden in België,9408,,Calibri,53,40,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Het zakelijke netwerk LinkedIn rangschikt regelmatig de meest gevraagde vaardigheden. Uit de meest recente ranglijst blijkt dat Belgische werkgevers het meest zoeken naar technische skills die te maken hebben met data. Negen van de tien competenties zijn it-gerelateerd. De top drie wordt gevuld door statistische analyse en data,9409,,Calibri,18,327,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,"mining, software- en user testing en webarchitectuur. 21 OKTOBER 2016 13:20 | SUZANNE MARTENS | 0",9412,#0000ff,Calibri,18,97,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,1. Statistische analyse en data mining,9413,,Calibri,24,37,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,2. Software QA en User testing,9415,#006fc0,Calibri,24,29,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,3. Web architecture en Development framework 4. Middleware en Integration software,9417,,Calibri,24,79,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,5. User interface design 6. Software modeling en process design,9421,#006fc0,Calibri,24,60,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,7. Network en Information security 8. Hr benefits en compensation 9. Mobile development 10. Data engineering en data warehousing,9425,,Calibri,24,122,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Verschillende modellen,9434,,Calibri,53,22,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Conceptueel Model Mentaal Model,9435,#000091,Arial,18,30,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Actual model that is given to the Representation a user has user through the design and in his mind about the object interface of the product he is interacting with,9437,,Arial,16,159,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Systeem Model,9443,#000091,Arial,18,13,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,How the system actually works,9444,,Arial,16,29,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,User experience vs. usability,15756,,Calibri,53,29,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,User experience 9241-11,15757,#0073ad,Calibri,24,23,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,"“all aspects of the user’s experience when interacting with the product, service, environment or facility”",15758,,Calibri,24,104,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Usability 9241-210,15761,#0073ad,Calibri,24,18,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,"“effectiveness, efficiency and satisfaction with which specified users achieve specified goals in particular environments”",15762,,Calibri,24,119,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Very simply put…,16629,,Calibri,42,16,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• User Experience,16630,,Arial,37,17,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,– “Did the user have as a delightful experience as possible?”,16631,,Arial,31,61,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Usability,16632,,Arial,37,11,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,– “Can the user accomplish his goal?”,16633,,Arial,31,37,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,User experience vs. usability,17298,,Calibri,53,29,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Usability testing: ISO norm,17301,,Calibri,48,27,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,- Norm - Meting - Evaluatie (SUS),17302,,Calibri,37,31,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Usability testing: norm ISO 9241-11,18167,,Calibri,53,35,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Product =,18168,,Calibri,37,9,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Opgegeven gebruikers • Opgegeven doelen • Gespecificeerd context,18169,#006fc0,Arial,37,64,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Effectiviteit • Efficiëntie • Tevredenheid,18455,,Arial,31,42,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Usability testing: norm ISO 9241-11,18954,,Calibri,37,35,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Efficiënt Tevreden Effectief,20614,#006eb8,Arial,30,26,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Hoe meten we usability? Hoe meten we usability?,20619,,Calibri,53,46,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Meest eenvoudige methode :,21775,,Calibri,31,26,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Waarnemen van gedrag van “echte gebruikers” terwijl ze echte,21776,#0073ad,Calibri,31,60,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,taken uitvoeren om problemen rond gebruiksvriendelijkheid te identificeren,21777,,Calibri,31,73,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Usability testing: meting,21913,,Calibri,40,25,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Mogelijke criteria,21914,,Arial,35,20,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Succespercentage,21916,,Calibri,23,16,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf, percentage van de deelnemers die correct en volledig elk doel bereiken (zonder,21917,,Wingdings,22,80,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,hulp),21918,,Calibri,22,5,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Foutenpercentage,21920,,Calibri,23,16,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf," percentage van de deelnemers die denken dat ze succesvol waren, maar mislukten",21921,,Wingdings,22,80,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Aantal fouten per tijdseenheid,21923,,Calibri,23,30,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Aantal verzoeken om hulp,21925,,Calibri,23,24,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,De gemiddelde tijd nodig om elke taak te voltooien (samen met het bereik en de standaardafwijking),21927,,Calibri,23,97,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Tijd nodig voor eerste poging,21930,,Calibri,23,29,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Tijd om de taak uit te voeren vergeleken met een deskundige gebruiker,21932,,Calibri,23,69,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Aantal aan te nemen klikken om taak te bereiken,21934,,Calibri,23,47,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Subjectieve tevredenheid van de gebruiker,21936,,Calibri,23,41,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Usability testing: meting,21939,,Calibri,40,25,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Meten op basis van aantal criteria,21940,,Arial,31,36,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Succespercentage • Aantal fouten per tijdseenheid • De gemiddelde tijd • Subjectieve tevredenheid van de gebruiker,21941,,Arial,26,113,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,= Minimale criteria voor kwaliteitsvolle meting,21945,#006fc0,Calibri,26,47,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,Waarom criteria?,21948,,Calibri,40,16,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Vooruitgang meten tussen release,21949,#006fc0,Arial,25,34,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Methodologie kan enkel aangepast worden als je weet hoe goed je het doet,21950,,Arial,25,74,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Inschatten marktpositie,21951,#006fc0,Arial,25,25,15656
C:\Users\Maarten Boon\Documents\projects\Title-detection-using-ml\data\train\raw\H04-Usability_testing.pdf,• Ben ik beter of slechter dan de concurrentie? • Op welk vlak ben ik beter/slechter?,21952,,Arial,25,84,15656
